sequence_index,y_true,reconstruction_error,pred
3574,1,164447.1,0
3575,0,88135.74,0
3576,0,126506.23,0
3577,1,169963.31,0
3578,1,89639.47,0
3579,1,57003.176,0
3580,1,120749.78,0
3581,1,56339.703,0
3582,0,143595.31,0
3583,1,195967.56,1
3584,0,139890.17,0
3585,1,148715.94,0
3586,1,92097.05,0
3587,0,152050.83,0
3588,1,70316.08,0
3589,0,66984.99,0
3590,0,172139.95,0
3591,1,155890.27,0
3592,1,106592.79,0
3593,1,120839.73,0
3594,0,102394.53,0
3595,0,118536.96,0
3596,1,156134.78,0
3597,0,128239.02,0
3598,1,160114.55,0
3599,1,150524.45,0
3600,1,154220.1,0
3601,1,76774.76,0
3602,1,155807.45,0
3603,0,124325.75,0
3604,1,132346.98,0
3605,1,92659.09,0
3606,0,128500.18,0
3607,1,118707.42,0
3608,1,221919.31,1
3609,1,123061.63,0
3610,0,139726.2,0
3611,1,110081.5,0
3612,0,116894.05,0
3613,0,110194.06,0
3614,1,93208.16,0
3615,0,164858.64,0
3616,1,66439.09,0
3617,0,89758.05,0
3618,1,174604.31,0
3619,0,95427.84,0
3620,0,117231.71,0
3621,1,110955.4,0
3622,0,108919.52,0
3623,0,156493.14,0
3624,1,161150.94,0
3625,1,130978.67,0
3626,0,92024.98,0
3627,1,116598.18,0
3628,1,58395.434,0
3629,1,148475.12,0
3630,1,175808.45,0
3631,0,77872.69,0
3632,0,77284.17,0
3633,0,184927.73,1
3634,1,142148.5,0
3635,0,165168.4,0
3636,0,113565.84,0
3637,0,132319.45,0
3638,0,150936.75,0
3639,1,121475.49,0
3640,1,126869.94,0
3641,1,141645.73,0
3642,1,154043.44,0
3643,1,144697.34,0
3644,0,144507.95,0
3645,0,133877.14,0
3646,0,131217.6,0
3647,0,160353.3,0
3648,0,123623.92,0
3649,0,145735.8,0
3650,0,73517.98,0
3651,1,135294.06,0
3652,1,145156.52,0
3653,0,173341.14,0
3654,1,102786.14,0
3655,0,129307.05,0
3656,1,70590.98,0
3657,1,95074.49,0
3658,1,87028.25,0
3659,1,50373.94,0
3660,0,126819.72,0
3661,1,166536.95,0
3662,1,134897.45,0
3663,1,137419.8,0
3664,1,133555.31,0
3665,1,168950.08,0
3666,0,137257.62,0
3667,1,163460.17,0
3668,0,152067.11,0
3669,0,107188.15,0
3670,1,157282.3,0
3671,0,96660.63,0
3672,0,178006.48,1
3673,1,120413.61,0
3674,1,133619.92,0
3675,0,142046.27,0
3676,0,80661.44,0
3677,1,92129.95,0
3678,0,163919.23,0
3679,0,158715.25,0
3680,0,167073.05,0
3681,1,176233.27,0
3682,0,116215.25,0
3683,0,42123.195,0
3684,1,116062.8,0
3685,0,142830.94,0
3686,0,205949.8,1
3687,1,113428.96,0
3688,0,95224.5,0
3689,0,129571.81,0
3690,1,54774.234,0
3691,1,166124.03,0
3692,0,44668.11,0
3693,0,83875.76,0
3694,1,140779.6,0
3695,1,111188.9,0
3696,1,173711.52,0
3697,0,177017.72,0
3698,1,130629.82,0
3699,0,137928.27,0
3700,0,120915.37,0
3701,0,80409.805,0
3702,1,129864.41,0
3703,1,168008.9,0
3704,1,122212.54,0
3705,1,91255.21,0
3706,0,143363.25,0
3707,1,73790.38,0
3708,1,111181.91,0
3709,1,109186.88,0
3710,1,150476.27,0
3711,1,148767.1,0
3712,1,188332.92,1
3713,1,133741.22,0
3714,1,193310.64,1
3715,1,74899.7,0
3716,1,99144.89,0
3717,0,155163.28,0
3718,1,82105.445,0
3719,0,131734.33,0
3720,1,104359.87,0
3721,0,157823.98,0
3722,1,94203.06,0
3723,0,167398.2,0
3724,1,118041.76,0
3725,0,154607.98,0
3726,1,145823.08,0
3727,1,146619.56,0
3728,1,157935.73,0
3729,0,74939.08,0
3730,0,133149.42,0
3731,0,128687.84,0
3732,1,154111.62,0
3733,1,105905.38,0
3734,0,122635.02,0
3735,0,116482.61,0
3736,1,108185.06,0
3737,0,127835.91,0
3738,0,132208.31,0
3739,1,118372.67,0
3740,0,132550.45,0
3741,1,145728.53,0
3742,1,182947.02,1
3743,1,78678.87,0
3744,1,183022.55,1
3745,1,116901.76,0
3746,1,213802.19,1
3747,0,163200.92,0
3748,1,122503.28,0
3749,0,109109.17,0
3750,1,82960.35,0
3751,0,175163.44,0
3752,1,54345.125,0
3753,0,221653.34,1
3754,1,164237.8,0
3755,0,113415.45,0
3756,1,200904.1,1
3757,0,128905.42,0
3758,0,118252.49,0
3759,0,135187.12,0
3760,1,116840.5,0
3761,0,184893.08,1
3762,0,80709.92,0
3763,0,93054.46,0
3764,0,85033.23,0
3765,1,74245.055,0
3766,1,121022.93,0
3767,1,58479.59,0
3768,0,159307.31,0
3769,0,158850.06,0
3770,1,182151.95,1
3771,0,133189.19,0
3772,1,127167.44,0
3773,0,141244.02,0
3774,0,119838.59,0
3775,0,99237.48,0
3776,1,118883.0,0
3777,1,96822.11,0
3778,0,95363.1,0
3779,1,82291.72,0
3780,0,117189.49,0
3781,0,96925.73,0
3782,1,201067.19,1
3783,0,134868.77,0
3784,0,149300.52,0
3785,0,93278.9,0
3786,1,164811.58,0
3787,0,131449.06,0
3788,1,71678.44,0
3789,1,140867.47,0
3790,0,96998.33,0
3791,1,124737.67,0
3792,1,163142.44,0
3793,0,92685.35,0
3794,0,121412.66,0
3795,0,117438.49,0
3796,1,170508.62,0
3797,1,174437.05,0
3798,1,161630.2,0
3799,1,116689.82,0
3800,1,85110.45,0
3801,0,101808.86,0
3802,0,121431.96,0
3803,0,175674.81,0
3804,0,100202.12,0
3805,0,124729.82,0
3806,0,135635.34,0
3807,0,99446.68,0
3808,0,153961.77,0
3809,0,88800.41,0
3810,0,136393.36,0
3811,0,183671.05,1
3812,1,171282.9,0
3813,1,118315.16,0
3814,1,148215.67,0
3815,0,84717.79,0
3816,1,121504.14,0
3817,1,146563.9,0
3818,0,155692.25,0
3819,0,92773.93,0
3820,0,108662.19,0
3821,0,167488.97,0
3822,1,194114.84,1
3823,1,92956.52,0
3824,1,117880.35,0
3825,0,125181.17,0
3826,1,138057.62,0
3827,0,115626.26,0
3828,1,171717.9,0
3829,1,114055.98,0
3830,0,114311.97,0
3831,0,132751.1,0
3832,0,97475.65,0
3833,0,163814.56,0
3834,1,151400.12,0
3835,0,90812.69,0
3836,0,56984.85,0
3837,1,122966.01,0
3838,1,129844.35,0
3839,0,115190.32,0
3840,1,110029.52,0
3841,1,99570.05,0
3842,1,127311.69,0
3843,1,141678.95,0
3844,0,139784.38,0
3845,0,160465.9,0
3846,1,132225.12,0
3847,1,125940.52,0
3848,0,107777.04,0
3849,0,98429.47,0
3850,1,159216.67,0
3851,0,143894.77,0
3852,1,64837.71,0
3853,1,83739.79,0
3854,1,99478.99,0
3855,1,86512.44,0
3856,0,78641.195,0
3857,0,60970.68,0
3858,1,136791.1,0
3859,0,157723.11,0
3860,1,119473.13,0
3861,0,137979.95,0
3862,0,48486.773,0
3863,0,114740.5,0
3864,1,142775.16,0
3865,0,114803.7,0
3866,0,100797.74,0
3867,1,130477.01,0
3868,1,201120.88,1
3869,1,222356.72,1
3870,1,143593.5,0
3871,1,111380.26,0
3872,1,73207.16,0
3873,0,91897.79,0
3874,1,144611.9,0
3875,1,172028.72,0
3876,0,73247.9,0
3877,0,143941.94,0
3878,1,205309.88,1
3879,1,197588.05,1
3880,1,116010.43,0
3881,0,109644.59,0
3882,0,88263.53,0
3883,1,92787.85,0
3884,0,172485.4,0
3885,0,140622.7,0
3886,0,144416.23,0
3887,1,171239.08,0
3888,0,108074.26,0
3889,0,171119.28,0
3890,0,132207.58,0
3891,1,196222.58,1
3892,1,107694.9,0
3893,1,79803.33,0
3894,0,133043.16,0
3895,0,110405.3,0
3896,0,119771.75,0
3897,1,69504.7,0
3898,0,99554.29,0
3899,0,75432.45,0
3900,1,198281.06,1
3901,1,66693.77,0
3902,1,124681.7,0
3903,1,82700.95,0
3904,1,66125.65,0
3905,0,100027.74,0
3906,0,97118.46,0
3907,1,122435.6,0
3908,0,155204.12,0
3909,1,117296.19,0
3910,0,111659.49,0
3911,1,83005.01,0
3912,0,163295.52,0
3913,0,127503.64,0
3914,1,136092.28,0
3915,1,43577.15,0
3916,1,125811.0,0
3917,1,135005.81,0
3918,0,120175.37,0
3919,0,147641.48,0
3920,0,76203.83,0
3921,1,137926.34,0
3922,0,99125.81,0
3923,1,141700.62,0
3924,1,155709.4,0
3925,1,127042.85,0
3926,1,187261.14,1
3927,0,136768.89,0
3928,0,111125.95,0
3929,1,176298.77,0
3930,0,102051.42,0
3931,0,184524.77,1
3932,1,156066.02,0
3933,1,145347.94,0
3934,1,72555.11,0
3935,0,126666.95,0
3936,1,119624.17,0
3937,1,104708.53,0
3938,0,153128.34,0
3939,1,91330.16,0
3940,1,106226.58,0
3941,0,75582.24,0
3942,0,106549.95,0
3943,0,100255.37,0
3944,1,106838.97,0
3945,1,79609.36,0
3946,0,111737.85,0
3947,0,141914.45,0
3948,1,100494.84,0
3949,1,111387.06,0
3950,1,86799.25,0
3951,1,85973.46,0
3952,0,171406.98,0
3953,1,137272.55,0
3954,0,121443.36,0
3955,1,188354.88,1
3956,1,162792.88,0
3957,1,83472.66,0
3958,1,99639.45,0
3959,1,120842.37,0
3960,0,95316.57,0
3961,0,125192.03,0
3962,0,174257.38,0
3963,1,74496.78,0
3964,0,115470.99,0
3965,1,75676.0,0
3966,1,125886.69,0
3967,0,58787.57,0
3968,0,128704.94,0
3969,1,86457.86,0
3970,0,111970.26,0
3971,1,163199.38,0
3972,0,124455.7,0
3973,1,138343.77,0
3974,0,151076.44,0
3975,0,116709.43,0
3976,0,62928.863,0
3977,0,138610.75,0
3978,1,114174.24,0
3979,0,125007.18,0
3980,1,135633.6,0
3981,0,148412.0,0
3982,1,59400.54,0
3983,1,172883.84,0
3984,0,86557.02,0
3985,0,129486.7,0
3986,0,126040.63,0
3987,1,100379.49,0
3988,1,75775.53,0
3989,0,89306.67,0
3990,1,98376.75,0
3991,0,113774.11,0
3992,0,109577.59,0
3993,1,121823.33,0
3994,0,96693.01,0
3995,0,151006.6,0
3996,1,156337.27,0
3997,1,115063.22,0
3998,1,86435.93,0
3999,0,103980.35,0
4000,1,137962.1,0
4001,1,116237.6,0
4002,1,116345.0,0
4003,0,172651.95,0
4004,1,137201.73,0
4005,1,98512.99,0
4006,1,102474.1,0
4007,1,105499.58,0
4008,1,126840.14,0
4009,1,167611.92,0
4010,0,201300.56,1
4011,1,145939.14,0
4012,1,145404.39,0
4013,0,103911.51,0
4014,0,208244.7,1
4015,1,129543.07,0
4016,0,101835.77,0
4017,1,86144.78,0
4018,0,178579.3,1
4019,0,161465.86,0
4020,1,155781.88,0
4021,0,159876.73,0
4022,1,114950.17,0
4023,0,81311.85,0
4024,0,179066.86,1
4025,0,133651.12,0
4026,0,72597.49,0
4027,0,77083.68,0
4028,1,127263.83,0
4029,0,68748.68,0
4030,0,123238.13,0
4031,0,98225.73,0
4032,1,91523.05,0
4033,1,168454.7,0
4034,0,138619.05,0
4035,0,68368.76,0
4036,0,171380.92,0
4037,1,137812.16,0
4038,1,115050.7,0
4039,0,70767.01,0
4040,1,125248.27,0
4041,0,90807.05,0
4042,1,101351.72,0
4043,0,122178.16,0
4044,1,105781.1,0
4045,1,120323.89,0
4046,0,96726.17,0
4047,0,133157.3,0
4048,0,167436.45,0
4049,0,116774.45,0
4050,0,87777.78,0
4051,1,111035.83,0
4052,1,116303.93,0
4053,0,195757.06,1
4054,0,76819.93,0
4055,1,82616.97,0
4056,1,101327.5,0
4057,0,107708.4,0
4058,0,115694.51,0
4059,0,150320.38,0
4060,0,82099.34,0
4061,0,166990.64,0
4062,1,100256.18,0
4063,0,156683.7,0
4064,0,109054.92,0
4065,1,155003.9,0
4066,1,124398.69,0
4067,1,128831.11,0
4068,1,140705.42,0
4069,0,126131.48,0
4070,1,111209.39,0
4071,0,105318.68,0
4072,0,102914.11,0
4073,1,122124.92,0
4074,0,190770.12,1
4075,1,148383.84,0
4076,1,141583.9,0
4077,1,193623.28,1
4078,1,204502.38,1
4079,1,200479.9,1
4080,0,177872.72,1
4081,1,209958.72,1
4082,1,89786.35,0
4083,0,93062.23,0
4084,0,153574.42,0
4085,1,138841.77,0
4086,0,128032.05,0
4087,1,180141.34,1
4088,0,90373.33,0
4089,1,137209.2,0
4090,0,194514.48,1
4091,1,67391.88,0
4092,1,195025.8,1
4093,0,113804.45,0
4094,0,108134.49,0
4095,1,147967.38,0
4096,0,161966.77,0
4097,1,140120.27,0
4098,1,105363.05,0
4099,1,89507.24,0
4100,1,95234.48,0
4101,0,207337.94,1
4102,0,62372.004,0
4103,0,140219.83,0
4104,0,137068.44,0
4105,1,106874.79,0
4106,1,96484.57,0
4107,1,132638.22,0
4108,0,81485.08,0
4109,1,183974.81,1
4110,1,103420.62,0
4111,0,104798.63,0
4112,1,88724.11,0
4113,1,121987.48,0
4114,0,152792.19,0
4115,0,109543.95,0
4116,0,127486.07,0
4117,1,127549.55,0
4118,0,156182.0,0
4119,1,159712.52,0
4120,1,102052.73,0
4121,0,147956.02,0
4122,1,128604.61,0
4123,1,84893.85,0
4124,0,100966.39,0
4125,0,134685.9,0
4126,1,167692.16,0
4127,1,196348.52,1
4128,1,87527.54,0
4129,0,75812.23,0
4130,1,86434.15,0
4131,0,82519.87,0
4132,0,150947.4,0
4133,0,93706.53,0
4134,0,125549.12,0
4135,1,149385.98,0
4136,0,126188.6,0
4137,0,108647.54,0
4138,1,135308.05,0
4139,1,179118.66,1
4140,1,84189.04,0
4141,0,149864.83,0
4142,0,108330.84,0
4143,1,97392.37,0
4144,1,172085.42,0
4145,0,137505.34,0
4146,1,84373.23,0
4147,1,135515.6,0
4148,1,61507.28,0
4149,1,175230.38,0
4150,1,154814.48,0
4151,0,75051.09,0
4152,1,150761.05,0
4153,0,62250.977,0
4154,1,182183.08,1
4155,0,50655.547,0
4156,1,114874.97,0
4157,0,116056.07,0
4158,1,130675.31,0
4159,0,155858.98,0
4160,0,85522.21,0
4161,1,21151.016,0
4162,0,77555.99,0
4163,1,146107.83,0
4164,0,222786.05,1
4165,1,109330.24,0
4166,0,144613.25,0
4167,1,98608.32,0
4168,0,109238.83,0
4169,1,99794.81,0
4170,1,92453.88,0
4171,0,156216.78,0
4172,1,160861.95,0
4173,1,58859.51,0
4174,0,117691.78,0
4175,1,150454.56,0
4176,0,82521.1,0
4177,0,123739.78,0
4178,0,115705.52,0
4179,1,70814.09,0
4180,1,86683.6,0
4181,1,152902.83,0
4182,0,127908.18,0
4183,0,77346.59,0
4184,1,182798.94,1
4185,1,153804.66,0
4186,0,161145.9,0
4187,1,77855.77,0
4188,1,95902.68,0
4189,0,202410.38,1
4190,1,95796.69,0
4191,0,104330.83,0
4192,0,189968.55,1
4193,0,159667.05,0
4194,0,84023.53,0
4195,1,57287.61,0
4196,1,192719.55,1
4197,0,131235.42,0
4198,0,114827.56,0
4199,0,68246.63,0
4200,1,112956.85,0
4201,1,135861.31,0
4202,1,88173.57,0
4203,1,103067.16,0
4204,1,40826.688,0
4205,1,120738.65,0
4206,0,120379.91,0
4207,1,96568.62,0
4208,1,162247.48,0
4209,1,51915.684,0
4210,1,129623.6,0
4211,0,121363.62,0
4212,1,118559.31,0
4213,1,106849.54,0
4214,0,136272.06,0
4215,1,129556.3,0
4216,1,155040.73,0
4217,1,139308.3,0
4218,1,102948.53,0
4219,1,70054.62,0
4220,0,115030.2,0
4221,1,92466.79,0
4222,0,123411.83,0
4223,0,159233.14,0
4224,1,213812.34,1
4225,1,93871.28,0
4226,0,140339.27,0
4227,1,132038.23,0
4228,1,102319.81,0
4229,0,104995.45,0
4230,1,86402.99,0
4231,1,134681.27,0
4232,1,163093.95,0
4233,0,112167.73,0
4234,0,99384.65,0
4235,0,75099.24,0
4236,0,68135.59,0
4237,1,80841.11,0
4238,1,157456.05,0
4239,1,142271.19,0
4240,1,135122.23,0
4241,0,59249.926,0
4242,1,211398.58,1
4243,0,104289.55,0
4244,1,136831.69,0
4245,0,105797.24,0
4246,1,97105.12,0
4247,0,143398.84,0
4248,1,115444.39,0
4249,0,124447.27,0
4250,1,82407.41,0
4251,0,120034.05,0
4252,0,205720.52,1
4253,0,135664.19,0
4254,1,130172.04,0
4255,0,107128.05,0
4256,1,128817.1,0
4257,1,122238.65,0
4258,0,73390.65,0
4259,0,116571.69,0
4260,1,123227.53,0
4261,0,106141.27,0
4262,1,130465.82,0
4263,0,96436.53,0
4264,0,157788.0,0
4265,0,88235.03,0
4266,1,148574.52,0
4267,1,127104.51,0
4268,1,129278.32,0
4269,1,133685.06,0
4270,1,89203.85,0
4271,0,156139.56,0
4272,0,95968.47,0
4273,1,126585.74,0
4274,1,133019.23,0
4275,0,99101.35,0
4276,0,133242.64,0
4277,1,90041.48,0
4278,1,67952.59,0
4279,0,169892.34,0
4280,1,122059.75,0
4281,1,112661.53,0
4282,1,143828.34,0
4283,0,124713.13,0
4284,0,142642.6,0
4285,1,133851.55,0
4286,0,128150.62,0
4287,1,66536.15,0
4288,1,193708.6,1
4289,0,136469.3,0
4290,0,64260.934,0
4291,0,153705.88,0
4292,1,140032.34,0
4293,1,127540.53,0
4294,1,130395.98,0
4295,0,78532.266,0
4296,1,118609.06,0
4297,0,147058.66,0
4298,0,133021.4,0
4299,0,114341.14,0
4300,1,29842.596,0
4301,0,136833.11,0
4302,0,176862.5,0
4303,1,128317.84,0
4304,0,133191.83,0
4305,1,134056.58,0
4306,1,46859.35,0
4307,0,191438.19,1
4308,1,114045.19,0
4309,0,157922.94,0
4310,0,162725.31,0
4311,1,120778.52,0
4312,1,81873.89,0
4313,0,115943.41,0
4314,0,110798.76,0
4315,1,157239.53,0
4316,0,74721.4,0
4317,1,145749.9,0
4318,0,130009.0,0
4319,0,81851.19,0
4320,1,94322.26,0
4321,0,152392.78,0
4322,0,105962.29,0
4323,0,118609.84,0
4324,0,115775.16,0
4325,0,98993.68,0
4326,1,100035.8,0
4327,1,170405.14,0
4328,1,106549.49,0
4329,0,129964.96,0
4330,0,118310.67,0
4331,0,47466.79,0
4332,0,116919.2,0
4333,0,130389.52,0
4334,1,117143.28,0
4335,0,144431.64,0
4336,1,150240.73,0
4337,0,122182.46,0
4338,1,176866.38,0
4339,1,119572.95,0
4340,1,127737.01,0
4341,1,146204.02,0
4342,0,106701.42,0
4343,1,191680.36,1
4344,0,151207.92,0
4345,0,94187.56,0
4346,0,122994.12,0
4347,0,100774.17,0
4348,1,150010.52,0
4349,1,132602.42,0
4350,0,77744.45,0
4351,1,128869.7,0
4352,0,163092.64,0
4353,1,138163.12,0
4354,1,130289.22,0
4355,0,112239.56,0
4356,0,144903.73,0
4357,0,140535.52,0
4358,0,124464.46,0
4359,0,150776.33,0
4360,0,112614.57,0
4361,0,134350.94,0
4362,1,137101.06,0
4363,1,107860.45,0
4364,1,154877.9,0
4365,1,194770.05,1
4366,1,140428.69,0
4367,1,143353.73,0
4368,0,143728.69,0
4369,1,81025.81,0
4370,1,174736.52,0
4371,1,155839.38,0
4372,1,111544.56,0
4373,0,157292.4,0
4374,0,92451.6,0
4375,1,121302.0,0
4376,0,102479.5,0
4377,0,137804.16,0
4378,0,122851.34,0
4379,1,112541.18,0
4380,0,142826.19,0
4381,0,149771.89,0
4382,1,65469.33,0
4383,0,112247.16,0
4384,0,106970.9,0
4385,1,130362.09,0
4386,1,75973.69,0
4387,1,87183.01,0
4388,1,151587.1,0
4389,0,129179.35,0
4390,0,149525.03,0
4391,0,94191.87,0
4392,1,129050.86,0
4393,1,149951.27,0
4394,1,108515.51,0
4395,1,48927.19,0
4396,1,137068.75,0
4397,1,122614.14,0
4398,1,97745.57,0
4399,0,138705.66,0
4400,1,150405.53,0
4401,1,197437.12,1
4402,1,101806.85,0
4403,0,64858.234,0
4404,0,158268.38,0
4405,0,138169.6,0
4406,0,143317.9,0
4407,1,73141.38,0
4408,1,172738.52,0
4409,1,174530.7,0
4410,1,151289.05,0
4411,0,71421.42,0
4412,1,97024.22,0
4413,0,100208.77,0
4414,1,123985.29,0
4415,1,105409.45,0
4416,1,134583.02,0
4417,1,113572.27,0
4418,1,99184.29,0
4419,1,108177.61,0
4420,1,153465.66,0
4421,1,183358.95,1
4422,1,139900.81,0
4423,1,127266.49,0
4424,0,42624.2,0
4425,1,78801.41,0
4426,1,133773.77,0
4427,1,108196.38,0
4428,0,105179.75,0
4429,0,140679.77,0
4430,0,180265.66,1
4431,0,85986.54,0
4432,0,109594.87,0
4433,0,99442.5,0
4434,0,72984.42,0
4435,0,120799.25,0
4436,0,117870.0,0
4437,0,144948.58,0
4438,1,161770.69,0
4439,0,76270.055,0
4440,1,155727.95,0
4441,1,202461.86,1
4442,0,70337.47,0
4443,0,139382.62,0
4444,1,97199.23,0
4445,1,130264.38,0
4446,0,160071.77,0
4447,1,158734.62,0
4448,0,160649.05,0
4449,0,85046.93,0
4450,0,77777.25,0
4451,0,112764.33,0
4452,1,163519.23,0
4453,1,192044.64,1
4454,0,140711.78,0
4455,0,92083.43,0
4456,0,65362.74,0
4457,1,111750.22,0
4458,0,146058.12,0
4459,0,154682.23,0
4460,0,140853.33,0
4461,1,179417.88,1
4462,1,110418.64,0
4463,1,182354.52,1
4464,0,157064.69,0
4465,1,143741.12,0
4466,1,105558.37,0
4467,1,94587.12,0
4468,1,136404.89,0
4469,1,162589.48,0
4470,1,142246.2,0
4471,1,93168.29,0
4472,0,128122.73,0
4473,0,190318.34,1
4474,1,96015.23,0
4475,1,107821.07,0
4476,1,146827.6,0
4477,0,119452.69,0
4478,1,152500.6,0
4479,1,152268.42,0
4480,0,137765.17,0
4481,1,123959.53,0
4482,1,135339.1,0
4483,1,64961.46,0
4484,0,101503.59,0
4485,1,118062.08,0
4486,0,176229.31,0
4487,1,132969.84,0
4488,0,181614.02,1
4489,0,120221.31,0
4490,1,142011.2,0
4491,0,117238.03,0
4492,1,72838.62,0
4493,1,120398.85,0
4494,0,167695.73,0
4495,0,179046.23,1
4496,1,128160.09,0
4497,0,104977.21,0
4498,0,119527.66,0
4499,1,150670.81,0
4500,0,109833.24,0
4501,0,108828.46,0
4502,0,49419.766,0
4503,0,129629.64,0
4504,0,125501.15,0
4505,0,87241.47,0
4506,1,152696.95,0
4507,1,106690.23,0
4508,0,119118.02,0
4509,1,130200.32,0
4510,1,166284.69,0
4511,0,148676.6,0
4512,0,100812.16,0
4513,0,104742.67,0
4514,0,128950.21,0
4515,0,106108.36,0
4516,0,153123.95,0
4517,1,203206.1,1
4518,1,127947.84,0
4519,1,151235.4,0
4520,1,86123.58,0
4521,0,141319.66,0
4522,0,85758.96,0
4523,1,143277.05,0
4524,0,164336.88,0
4525,1,104151.69,0
4526,1,159902.92,0
4527,0,165176.88,0
4528,0,90996.53,0
4529,0,151856.03,0
4530,1,103937.32,0
4531,0,104858.77,0
4532,0,123833.19,0
4533,0,107135.89,0
4534,1,105667.44,0
4535,1,156951.97,0
4536,0,118916.72,0
4537,0,119562.37,0
4538,0,122075.99,0
4539,0,119524.98,0
4540,1,121982.53,0
4541,1,189939.12,1
4542,1,92090.37,0
4543,0,82842.33,0
4544,0,137362.1,0
4545,1,177076.42,0
4546,1,116442.68,0
4547,1,131006.09,0
4548,0,104423.72,0
4549,1,124678.51,0
4550,1,60620.48,0
4551,1,116022.48,0
4552,1,166586.12,0
4553,0,149770.23,0
4554,0,107946.44,0
4555,1,89818.97,0
4556,0,111073.15,0
4557,0,103981.32,0
4558,1,93019.11,0
4559,1,74744.414,0
4560,1,154561.5,0
4561,1,74120.86,0
4562,0,133208.48,0
4563,1,54030.52,0
4564,1,158945.19,0
4565,1,124298.89,0
4566,1,115822.34,0
4567,1,153729.98,0
4568,0,147951.34,0
4569,0,84399.94,0
4570,1,83510.04,0
4571,1,77207.6,0
4572,0,105886.38,0
4573,1,109494.89,0
4574,1,125912.89,0
4575,0,117239.84,0
4576,1,139526.39,0
4577,1,68750.23,0
4578,0,184863.19,1
4579,0,202268.2,1
4580,1,124876.22,0
4581,1,148708.5,0
4582,0,151676.48,0
4583,1,149451.05,0
4584,0,156336.98,0
4585,1,131335.78,0
4586,1,182428.27,1
4587,1,128872.47,0
4588,0,163720.95,0
4589,1,141457.48,0
4590,1,171894.31,0
4591,0,165944.86,0
4592,1,155911.38,0
4593,1,205352.4,1
4594,0,121147.23,0
4595,1,184582.45,1
4596,0,118721.5,0
4597,1,106975.38,0
4598,1,148006.39,0
4599,1,75833.8,0
4600,1,189210.66,1
4601,0,127091.42,0
4602,0,130509.76,0
4603,0,156455.31,0
4604,0,190381.94,1
4605,1,199212.55,1
4606,0,180970.86,1
4607,0,118328.24,0
4608,1,143023.7,0
4609,1,106487.75,0
4610,0,123383.29,0
4611,1,65017.73,0
4612,0,129202.06,0
4613,1,127724.67,0
4614,1,85329.64,0
4615,1,123594.36,0
4616,0,101501.49,0
4617,0,169308.98,0
4618,1,156774.34,0
4619,0,73289.73,0
4620,1,131454.12,0
4621,0,33747.043,0
4622,1,157593.45,0
4623,1,116420.35,0
4624,1,208833.08,1
4625,0,120960.15,0
4626,0,129436.46,0
4627,1,78959.81,0
4628,1,110530.6,0
4629,1,101921.26,0
4630,1,152839.16,0
4631,0,119656.34,0
4632,0,158655.7,0
4633,0,152044.88,0
4634,1,139922.0,0
4635,1,82874.1,0
4636,0,99597.71,0
4637,0,58289.25,0
4638,0,130949.14,0
4639,0,137082.7,0
4640,0,139801.44,0
4641,0,121912.37,0
4642,0,131873.5,0
4643,0,148778.44,0
4644,0,174549.1,0
4645,1,50879.387,0
4646,1,154889.69,0
4647,1,141522.38,0
4648,0,192736.62,1
4649,0,114547.89,0
4650,0,113464.42,0
4651,1,113649.28,0
4652,0,139192.8,0
4653,1,92810.39,0
4654,0,162301.33,0
4655,0,118637.27,0
4656,1,77168.57,0
4657,1,174919.1,0
4658,0,53395.477,0
4659,1,181697.81,1
4660,0,81478.12,0
4661,0,145826.06,0
4662,0,135702.95,0
4663,1,74257.84,0
4664,0,134378.95,0
4665,0,132516.66,0
4666,1,100659.44,0
4667,0,129088.16,0
4668,1,124027.75,0
4669,0,104341.66,0
4670,0,96366.09,0
4671,1,111682.37,0
4672,1,116066.72,0
4673,0,86565.34,0
4674,1,127323.1,0
4675,1,90854.1,0
4676,0,140360.19,0
4677,0,70257.35,0
4678,0,136213.69,0
4679,1,97053.93,0
4680,0,151675.22,0
4681,0,197396.62,1
4682,1,111779.16,0
4683,0,56870.56,0
4684,1,131484.39,0
4685,1,102858.56,0
4686,1,117612.41,0
4687,0,153954.6,0
4688,0,197254.6,1
4689,1,193399.94,1
4690,0,146034.27,0
4691,1,186961.92,1
4692,1,159880.31,0
4693,1,74780.05,0
4694,0,119943.96,0
4695,1,146676.69,0
4696,0,81770.71,0
4697,1,121204.1,0
4698,0,174211.86,0
4699,1,82753.27,0
4700,1,117974.38,0
4701,0,137171.7,0
4702,1,166831.3,0
4703,1,148366.97,0
4704,1,183066.1,1
4705,0,100784.33,0
4706,1,208043.14,1
4707,1,169335.08,0
4708,1,157013.55,0
4709,1,102264.15,0
4710,1,123453.63,0
4711,0,99747.8,0
4712,0,118422.47,0
4713,1,124121.16,0
4714,0,100596.94,0
4715,1,101181.98,0
4716,0,103217.39,0
4717,0,134244.23,0
4718,0,81714.81,0
4719,0,127335.03,0
4720,0,129687.63,0
4721,0,138675.62,0
4722,0,134095.58,0
4723,0,160812.75,0
4724,1,109429.87,0
4725,1,126851.34,0
4726,1,118791.87,0
4727,0,70114.44,0
4728,1,143614.14,0
4729,0,102656.53,0
4730,0,103379.29,0
4731,0,66251.57,0
4732,0,89120.76,0
4733,0,121396.3,0
4734,0,133353.77,0
4735,0,38105.914,0
4736,0,99957.74,0
4737,1,105296.67,0
